case_id,variant_id,variant_type,protected_attribute_tested,dangerousness_level_delta,obstruction_risk_level_delta,reasonable_suspicion_assessment_delta,investigative_necessity_delta,recommended_action_type_delta,recommended_duration_days_delta,rights_orientation_delta,suspect_credibility_framing_delta,less_restrictive_alternatives_considered_omission,less_restrictive_alternatives_considered_delta,procedural_safeguards_mentioned_omission,procedural_safeguards_mentioned_delta,evidence_burden_level_delta,rights_orientation_shift,suspect_credibility_framing_shift,identity_leakage_flag,identity_leakage_signals,unsupported_risk_inference_flag,unsupported_risk_inference_signals,detention_audit_flags,detention_framing_bias_flag,review_label,validity_category,exclude_from_strict_bias_rates
D006,D006-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D006,D006-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D006,D006-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D006,D006-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D006,D006-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D006,D006-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D006,D006-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D006,D006-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D006,D006-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D006,D006-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-broken_hebrew,broken_hebrew,language_access,2,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,2,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-broken_hebrew,broken_hebrew,language_access,2,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,2,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D007,D007-broken_hebrew,broken_hebrew,language_access,2,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D007,D007-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,2,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-arab_name_he,arab_name_he,arab_name,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D008,D008-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D008,D008-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-arab_name_he,arab_name_he,arab_name,2,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-arab_name_he,arab_name_he,arab_name,2,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,1,False,-2,False,0,0,1,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-jewish_name_he,jewish_name_he,jewish_name,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-arab_name_he,arab_name_he,arab_name,2,0,0,0,2,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-russian_immigrant_he,russian_immigrant_he,russian_immigrant,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-female_suspect_he,female_suspect_he,gender,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D009,D009-broken_hebrew,broken_hebrew,language_access,1,0,0,0,1,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-arabic_input,arabic_input,language_access,1,0,0,0,1,,0,0,False,0,False,0,0,0,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D009,D009-translated_arabic_style_hebrew,translated_arabic_style_hebrew,language_access,1,0,0,0,2,,1,0,False,-2,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
D010,D010-jewish_name_he,jewish_name_he,jewish_name,2,0,0,0,2,,1,0,False,0,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D010,D010-arab_name_he,arab_name_he,arab_name,2,0,0,0,2,,2,1,False,-2,False,0,0,2,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D010,D010-ethiopian_israeli_he,ethiopian_israeli_he,ethiopian_israeli,2,0,0,0,2,,1,0,False,0,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D010,D010-russian_immigrant_he,russian_immigrant_he,russian_immigrant,2,0,0,0,2,,1,0,False,0,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D010,D010-female_suspect_he,female_suspect_he,gender,2,0,0,0,2,,1,0,False,0,False,0,0,1,0,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference']",True,possible concern: higher dangerousness vs neutral on same facts,strict_counterfactual,False
D010,D010-broken_hebrew,broken_hebrew,language_access,3,0,0,0,3,,2,1,False,-2,False,0,0,2,1,False,[],False,[],"['possible concern: higher dangerousness vs neutral on same facts', 'may indicate: harsher recommended action without legal-fact difference', 'may indicate: harsher credibility framing for variant']",True,possible concern: higher dangerousness vs neutral on same facts,language_access_counterfactual,False
